PID  PID  ProductId  ProductId  Mfr-Name  Mfr-Name  Vendor_Name  Vendor_Name  MFrPN  MFrPN  Vendor_PN  Vendor_PN  Cost  Cost  Coo  Coo  UPC  UPC  UOM  UOM  Sale-Start-Date  Sale-Start-Date  Sale-End-Date  Sale-End-Date  Sales-Price  Sales-Price     
9148319  00139SW3250MH/S1605_00  AmpliVoxSoundSystems  NobleBA64432  SW3250MH/S1605_00  N757057  1997.6  TW    EA         
9139228  00139SS3025CH_00  AmpliVoxSoundSystems  NobleBA295698  SS3025CH_00  N756227  1940.97  TW  111111111111  EA         
9165435  00139SS3020CH_00  AmpliVoxSoundSystems  NobleBA358382  SS3020CH_00  N756222  2637.83  TW    EA         
9140262  00139SW3025MH/S1605_00  AmpliVoxSoundSystems  NobleBA400401  SW3025MH/S1605_00  N757022  2306.52  TW    EA         
10321548  01794SBAT3PE1T1250TL1_00  Parker  NobleBA581895  SBAT3PE1T1250TL1_00  N278807  1568.96  TW    EA         
10196690  01794631B93/42_00  Parker  NobleBA287833  631B93/42_00  N280268  1307.83  TW    EA         
10325488  02037FGR3418TCPLWMG_00  Rubbermaid  NobleBA562520  FGR3418TCPLWMG_00  N566S97  1385.68  TW    EA         
9140657  00139SW3040MH/S1605_00  AmpliVoxSoundSystems  NobleBA148960  SW3040MH/S1605_00  N757037  4183.39  TW    EA         
10234461  00900322018112_00  FLIR  NobleBA218197  322018112_00  N626909  1767.51  TW    EA         
10292738  02037RCP4486BLA_00  Rubbermaid  NobleBA457559  RCP4486BLA_00  N569W80  1020.83  TW    EA         
10184682  004124022704_00  Carlisle  NobleBA236622  4022704_00  N564N43  1296.55  TW    EA         
10023107  01185HO2592000W3_00  INTERTAPE  NobleBA262178  HO2592000W3_00  N426860  4549.76  TW    EA         
10321535  01794BA10B3T01A1G_00  Parker  NobleBA14672  BA10B3T01A1G_00  N279096  2276.79  TW    EA         
10361763  020373486017_00  Rubbermaid  NobleBA163857  3486017_00  N438B23  2845.77  TW    EA         
10319454  01794CBG1S2T_00  Parker  NobleBA434910  CBG1S2T_00  N461122  1514.11  TW    EA         
10372820  02037FGR3616TPCPLSGN_00  Rubbermaid  NobleBA100701  FGR3616TPCPLSGN_00  N566S93  1282.24  TW    EA         
10342241  02037FG2038SQDRGLCHA_00  Rubbermaid  NobleBA268697  FG2038SQDRGLCHA_00  N566S34  1020.1  TW    EA         
10709147  02119S8371_00  Sentry-Safe  NobleBA416153  S8371_00  N625483  1802.75  TW    EA         
10191846  01392P22432_00  LOUISVILLE  NobleBA578558  P22432_00  N387678  1510.3  TW    EA         
10562745  02099CFSL807BEIGE_00  Screenflex  NobleBA143503  CFSL807BEIGE_00  N220544  1492.99  TW    EA         
10104414  00139SS3430MP_00  AmpliVoxSoundSystems  NobleBA400398  SS3430MP_00  N756261  2667.91  TW    EA         
10706938  00139ST3250MP_00  AmpliVoxSoundSystems  NobleBA253757  ST3250MP_00  N756400  1522.97  TW    EA         
10288431  02037RUBFG131500DBLUE_00  Rubbermaid  NobleBA394369  RUBFG131500DBLUE_00  N435Z52  1118.82  TW    EA         
10435048  020371020BLA_00  Rubbermaid  NobleBA499536  1020BLA_00  N437Z93  2557.44  TW    EA         
10465399  020379T06BLA_00  Rubbermaid  NobleBA499572  9T06BLA_00  N437U18  1243.21  TW    EA         
9994219  01381983509_00  Loctite  NobleBA431633  983509_00  N536T95  1381.28  TW    EA         
10400783  01894XBP3615_00  Presto  NobleBA540417  XBP3615_00  N437T06  2456.41  TW    EA         
10515655  01894PREXL36202_00  Presto  NobleBA288452  PREXL36202_00  N437S02  3321.29  TW    EA         
10329850  02037FGK2736BISQ_00  Rubbermaid  NobleBA478504  FGK2736BISQ_00  N437V30  1301.06  TW    EA         
9148318  00139S470WT_00  AmpliVoxSoundSystems  NobleBA1163  S470WT_00  N753080  2479.72  TW    EA         
10372828  02037FG2438SQPLWMB_00  Rubbermaid  NobleBA637  FG2438SQPLWMB_00  N437S76  1137.89  TW    EA         
10657845  02643WHP1000_00  Weller  NobleBA356623  WHP1000_00  N501G42  1379.99  TW    EA         
10833468  02790CEM3770T_00  BALDORELECTRIC  NobleBA548492  CEM3770T_00  N436709  1117.06  TW    EA         
10841783  02915TK601TLY4X000100_00  DUPONT  NobleBA447739  TK601TLY4X000100_00  N539726  3207.12  TW    EA         
10833554  02915RC550TTN3X00017C_00  DUPONT  NobleBA69787  RC550TTN3X00017C_00  N539715  3568.95  TW    EA         
10707047  01894XL3630_00  Presto    XL3630_00  N437T04  2743.77  TW    EA         
10812111  02787ASS8650_00  ASSOCIATEDEQUIPMENT  NobleBA44095  ASS8650_00  N327F73  5751.64  TW    EA         
10906311  029816810GRE2_00  GREENLEE  NobleBA512582  6810GRE2_00  N243561  10770.33  TW    EA         
10827747  02764920502_00  ALLEGRO  NobleBA169633  920502_00  N596289  1488.82  TW    EA         
10931558  02921PI30YELLOW_00  EAGLE  NobleBA238138  PI30YELLOW_00  N597739  1032.52  TW    EA         
10824133  028115453A010280_00  BIOSYSTEMS  NobleBA486001  5453A010280_00  N381H64  1073.49  TW    EA         
10835835  027649876MR_00  ALLEGRO  NobleBA379156  9876MR_00  N594821  3478.03  TW    EA         
10831072  02915TK601TLY3X000100_00  DUPONT  NobleBA342829  TK601TLY3X000100_00  N539725  2969.42  TW    EA         
10833544  029814860_00  GREENLEE  NobleBA197929  4860_00  N298E03  1072.44  TW    EA         
10843861  02915RC550TTN2X00017C_00  DUPONT  NobleBA69786  RC550TTN2X00017C_00  N539723  3269.19  TW    EA         
10827621  02773R07785AMR1_00  AMREP  NobleBA442490  R07785AMR1_00  N566X32  1885.42  TW    EA         
10393529  01794631B111/42_00  Parker  NobleBA581832  631B111/42_00  N280267  1034.23  TW    EA         
10818209  02099CFSL6813BEIGE_00  Screenflex  NobleBA584086  CFSL6813BEIGE_00  N220560  1890.18  TW    EA         
11030642  02966CR308DT021AJAAAAA_00  GENERALELECTRIC  NobleBA302213  CR308DT021AJAAAAA_00  N148218  1443.69  TW    EA         
10956193  02921YPI77_00  EAGLE  NobleBA384840  YPI77_00  N436M67  862.34  TW    EA         
10877172  02852CPN10.0HPD_00  CHICAGOPNEUMATIC  NobleBA488737  CPN10.0HPD_00  N489V13  7467.3  TW    EA         
10833547  02915TK555TLY3X000100_00  DUPONT  NobleBA237975  TK555TLY3X000100_00  N539748  1579.66  TW    EA         
11076787  03051893082_00  JUSTRITE  NobleBA136892  893082_00  N597458  1070.85  TW    EA         
11033713  02966CR308DT02H6JAAAAA_00  GENERALELECTRIC  NobleBA197556  CR308DT02H6JAAAAA_00  N148249  1233.12  TW    EA         
10842239  02915TK613TLY3X000100_00  DUPONT  NobleBA6449  TK613TLY3X000100_00  N539749  1739.46  TW    EA         
11029510  02931RD2510_00  ENERPAC  NobleBA385394  RD2510_00  N278934  2263.56  TW    EA         
11165049  02931CLL1004_00  ENERPAC  NobleBA175739  CLL1004_00  N279009  1662.85  TW    EA         
11028228  0264358767706_00  Weller  NobleBA461714  58767706_00  N589I59  1012.5  TW    EA         
10954662  02958B316S_00  GARDNERBENDER  NobleBA197239  B316S_00  N241215  2237.55  TW    EA         
11011331  02764952006M_00  ALLEGRO  NobleBA547231  952006M_00  N536670  1077.49  TW    EA         
11026980  02904DXPW60606_00  DEWALT  NobleBA153926  DXPW60606_00  N451096  2123.33  TW    EA         
10905163  02921PI47BEIGE_00  EAGLE  NobleBA342991  PI47BEIGE_00  N597740  1169.91  TW    EA         
10905054  02921PI77_00  EAGLE  NobleBA531834  PI77_00  N436M66  862.34  TW    EA         
11051501  00139SW355MH/S1605_00  AmpliVoxSoundSystems  NobleBA43295  SW355MH/S1605_00  N757065  1415.55  TW    EA         
11007559  02852CP6060SASAK_00  CHICAGOPNEUMATIC  NobleBA216161  CP6060SASAK_00  N665844  1775.27  TW    EA         
10991336  02931CLSG1006_00  ENERPAC  NobleBA406279  CLSG1006_00  N278963  2081.63  TW    EA         
10986123  029013400006DBI2_00  DBI/SALA  NobleBA552371  3400006DBI2_00  N381J53  1781.58  TW    EA         
11014665  02915TK600TLY2X000100_00  DUPONT  NobleBA300841  TK600TLY2X000100_00  N539736  2885.49      EA         
10906211  02790L3607_00  BALDORELECTRIC  NobleBA150030  L3607_00  N436473  1256.96  TW    EA         
11012129  02966UPS16166_00  GENERALELECTRIC  NobleBA365285  UPS16166_00  N162774  1544.83  TW    EA         
10955730  02958B308S_00  GARDNERBENDER  NobleBA532807  B308S_00  N241216  4050.5  TW    EA         
11014563  02936SC6030A_00  EUREKA  NobleBA238769  SC6030A_00  N437S66  1364.88  TW    EA         
11017871  02915TK601TLY3X00017S_00  DUPONT  NobleBA48628  TK601TLY3X00017S_00  N539750  3885.65  TW    EA         
10835834  02764951820_00  ALLEGRO  NobleBA568184  951820_00  N536286  4163.4  TW    EA         
11036776  0295030FMH2S5T_00  FRANKLIN  NobleBA239095  30FMH2S5T_00  N520870  1284  TW    EA         
11154738  03045JWL1642EVS_00  JET  NobleBA94417  JWL1642EVS_00  N363988  2653.74  TW    EA         
11086554  030534405B_00  KENNEDY  NobleBA52412  4405B_00  N349A20  1063.34  TW    EA         
11086446  02892TSHLN550SS_00  COXREELS  NobleBA363144  TSHLN550SS_00  N492675  1673.69  TW    EA         
